manufacturer,model_name,category,screen_size_inches,screen,cpu,cpu_manufacturer,cpu_speed,ram_gb,storage_1_type,storage_1_capacity_gb,storage_2_type,storage_2_capacity_gb,gpu,gpu_manufacturer,os,os_version,weight_kg,screen_resolution,price_euros
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 520,,No OS,Version Unknown,1.86,1366x768,345.99
Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.7,1920x1080,1599.0
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,4.0,SSD,256.0,,,AMD Radeon 530,,Windows,10,1.4,1920x1080,818.35
HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,7,2.4,1366x768,1599.0
Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 950M,,Windows,10,2.4,1920x1080,799.0
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,AMD Radeon R7 M445,,Windows,10,2.36,1920x1080,638.8
MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 965M,,Windows,10,2.6,1920x1080,1599.0
HP,250 G5,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 405,,Windows,10,1.96,1366x768,500.0
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 980M,,Windows,10,4.3,1920x1080,2299.0
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,7,1.5,1366x768,1135.15
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,7,1.5,1366x768,1166.97
Acer,Chromebook 15,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5,Intel,,4.0,SSD,16.0,,,Intel HD Graphics,,Chrome OS,,2.2,1366x768,209.0
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,HDD,1000.0,,,AMD FirePro W6150M,,Windows,7,3.0,1920x1080,2899.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce GTX 1050 Ti,,Windows,10,2.4,1920x1080,1199.0
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.5,1366x768,1413.1
MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 960M,,Windows,10,2.9,1920x1080,1511.19
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,2.1,1920x1080,867.0
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5,AMD,,4.0,HDD,1000.0,,,AMD Radeon R4,,Windows,10,2.1,1920x1080,398.0
Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 960M,,Windows,10,2.59,1920x1080,1339.0
HP,EliteBook 1030,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 515,,Windows,10,1.16,3200x1800,1699.0
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,AMD Radeon R5 M315,,Windows,7,2.24,1366x768,769.15
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2.0,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,2.1,1366x768,429.0
HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 520,,Windows,10,1.16,1920x1080,1969.0
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44,Intel,,4.0,Flash Storage,64.0,,,Intel HD Graphics 400,,Android,,0.69,1920x1200,549.0
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4,Intel,,8.0,SSD,256.0,,,Intel Iris Plus Graphics 640,,Windows,10,1.23,1920x1080,1379.0
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7,Intel,,16.0,SSD ,256.0,Hybrid,1000.0,Nvidia GeForce GTX 980M,,Windows,10,4.6,1920x1080,2749.99
Razer,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.25,3840x2160,1029.0
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.05,1920x1080,2226.0
Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 960M,,Windows,10,3.52,1920x1080,1312.49
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44,Intel,,4.0,Flash Storage,32.0,,,Intel HD Graphics 400,,Windows,10,1.35,1920x1080,196.0
HP,Spectre Pro,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.16,1920x1080,1690.0
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.43,1920x1080,1513.0
Dell,Latitude E5570,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Linux,,2.09,1366x768,523.63
Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.0,1366x768,435.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.8,1920x1080,1669.0
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44,Intel,,4.0,Flash Storage,64.0,,,Intel HD Graphics 400,,Windows,10,0.69,1920x1200,479.0
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.26,1366x768,1895.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1060,,No OS,Version Unknown,2.4,1920x1080,989.0
HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,3.35,1920x1080,1129.0
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,2000.0,,,Intel HD Graphics 620,,Windows,10,2.04,1366x768,629.0
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6,Intel,,8.0,SSD,512.0,,,Nvidia Quadro M500M,,Windows,7,1.8,1920x1080,2050.38
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,Flash Storage,32.0,,,Intel HD Graphics 500,,Windows,10,1.5,1366x768,278.0
HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.84,1920x1080,752.0
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce 940MX,,Windows,10,2.23,1920x1080,616.0
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,16.0,Hybrid,1000.0,,,AMD Radeon R7 M360,,Windows,10,2.5,1920x1080,1099.0
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,SSD,256.0,,,Nvidia Quadro M3000M,,Windows,7,3.0,1920x1080,3949.4
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,AMD Radeon R7 M445,,Windows,10,2.5,1366x768,784.0
MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 980M,,Windows,10,3.78,1920x1080,2399.0
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.88,1920x1080,2171.72
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 520,,Windows,10,2.8,2560x1440,2440.0
MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.4,1920x1080,1142.8
HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.48,1920x1080,1629.0
HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,SSD,256.0,,,Nvidia Quadro M1000M,,Windows,7,2.59,1920x1080,2229.0
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.48,2560x1440,1799.0
HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,SSD,256.0,,,Nvidia Quadro M1000M,,Windows,7,2.0,1920x1080,1899.0
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.26,1920x1080,2296.95
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 940MX,,Windows,10,2.18,1920x1080,1009.9
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.88,1920x1080,1579.0
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.27,2560x1440,2339.0
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 520,,No OS,Version Unknown,1.9,1366x768,339.0
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 7110 1.8,AMD,,4.0,HDD,500.0,,,AMD Radeon R2 Graphics,,Windows,10,1.86,1366x768,297.0
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,HDD,1000.0,,,AMD Radeon R5 M330,,No OS,Version Unknown,2.32,1920x1080,599.0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 1050Ti,,Windows,10,2.62,1920x1080,1199.0
Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 960M,,Windows,10,2.04,3840x2160,2250.68
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5,AMD,,4.0,SSD,256.0,,,AMD Radeon 520,,Windows,10,1.91,1920x1080,478.89
MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1050 Ti,,Windows,10,2.7,1920x1080,1492.8
Lenovo,ThinkPad T460s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6,Intel,,12.0,SSD,512.0,,,Intel HD Graphics 520,,Windows,7,1.4,1920x1080,2299.0
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,Hybrid,1000.0,,,AMD Radeon R5 M330,,Windows,10,2.5,1920x1080,788.49
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 520,,Windows,10,1.48,2560x1440,2041.0
Lenovo,ThinkPad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.7,1920x1080,1499.0
MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 970M,,Windows,10,1.7,1920x1080,1769.0
HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.62,1920x1080,899.0
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 520,,Windows,10,2.2,1366x768,459.0
HP,250 G4,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,No OS,Version Unknown,2.1,1366x768,476.99
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050 Ti,,Windows,10,2.62,3840x2160,1498.0
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.95,1920x1080,1390.0
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce 920MX ,,Windows,10,2.2,1920x1080,468.0
HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6,Intel,,2.0,Flash Storage,32.0,,,Intel HD Graphics 400,,Windows,10,1.44,1366x768,249.0
MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.2,1920x1080,839.0
HP,250 G5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.96,1920x1080,679.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,16.0,SSD,512.0,,,Intel UHD Graphics 620,,Windows,10,2.1,1920x1080,1159.0
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6,Intel,,4.0,HDD,500.0,,,Intel HD Graphics,,Windows,10,2.2,1366x768,369.0
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,No OS,Version Unknown,2.1,1366x768,398.0
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce 940MX,,No OS,Version Unknown,2.2,1920x1080,709.0
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,Intel Core i3 7100U 2.4,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.0,1920x1080,769.0
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,4.0,Hybrid,1000.0,,,Intel HD Graphics 520,,Windows,7,2.32,1920x1080,825.0
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD,512.0,,,Nvidia GeForce GTX 960,,Windows,10,3.31,1920x1080,1305.0
MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 970M,,Windows,10,1.91,1920x1080,2153.37
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.07,1366x768,650.0
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.36,2560x1440,1637.0
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,6.0,SSD,256.0,,,Nvidia GeForce 920M,,Windows,10,1.54,1920x1080,831.0
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GT 940MX,,Linux,,1.98,1920x1080,895.01
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 500,,Windows,10,2.1,1366x768,333.0
HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,6.0,HDD,1000.0,,,Nvidia GeForce GTX 960M,,Windows,10,2.18,1920x1080,799.0
Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 960M,,Windows,10,2.591,1920x1080,909.0
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,2.09,1920x1080,1179.0
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,Nvidia GeForce 940MX,,Windows,10,2.23,1920x1080,691.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Linux,,1.23,3200x1800,1099.0
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,4.2,1920x1080,2599.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.4,1920x1080,819.0
Samsung,Chromebook Plus,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0,Samsung,,4.0,Flash Storage,32.0,,,ARM Mali T860 MP4,,Chrome OS,,1.15,2400x1600,659.0
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,1.86,1366x768,485.0
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1,Intel,,8.0,Flash Storage,256.0,,,Intel HD Graphics 5300,,macOS,X,0.92,2304x1440,1163.0
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.6,1920x1080,1199.0
HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,12.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.21,1920x1080,1327.0
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,4.0,HDD,1000.0,,,AMD Radeon R5 M430,,No OS,Version Unknown,1.9,1366x768,368.0
Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,512.0,HDD,1000.0,Nvidia GeForce GTX 980M,,Windows,10,4.3,1920x1080,2150.0
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 500,,Linux,,2.1,1366x768,272.0
MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.43,1920x1080,2048.9
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0,Intel,,4.0,SSD,128.0,,,AMD Radeon R7 M440,,Windows,10,2.3,1366x768,499.0
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5,Intel,,8.0,HDD,500.0,,,Nvidia GeForce 920MX,,No OS,Version Unknown,2.2,1366x768,629.0
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8,Intel,,16.0,SSD,512.0,,,Intel UHD Graphics 620,,Windows,10,2.0,1920x1080,1285.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.2,3200x1800,2680.0
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 1060,,Windows,10,2.2,1920x1080,1169.0
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,AMD Radeon R7 M445,,Windows,10,2.36,1920x1080,889.0
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.91,1366x768,579.0
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series 9000 2.2,AMD,,4.0,HDD,500.0,,,AMD Radeon R2 Graphics,,Windows,10,2.2,1366x768,299.0
Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce 940MX,,Windows,10,3.3,1600x900,629.0
Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,2.2,1920x1080,2449.0
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2,Intel,,8.0,Flash Storage,512.0,,,Intel HD Graphics 515,,macOS,X,0.92,2304x1440,1279.0
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.2,1920x1080,1749.0
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.43,1920x1080,1948.99
Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.191,1920x1080,999.0
Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.9,1920x1080,1949.0
